"Province.State","Country.Region","Date","ConfirmedCases"
"Georgia","US",2020-02-18,0
"Hawaii","US",2020-02-18,0
"Idaho","US",2020-02-18,0
"Illinois","US",2020-02-18,2
"Indiana","US",2020-02-18,0
"Iowa","US",2020-02-18,0
"Kansas","US",2020-02-18,0
"Kentucky","US",2020-02-18,0
"Louisiana","US",2020-02-18,0
"Maine","US",2020-02-18,0
"Maryland","US",2020-02-18,0
"Massachusetts","US",2020-02-18,1
"Michigan","US",2020-02-18,0
"Minnesota","US",2020-02-18,0
"Mississippi","US",2020-02-18,0
"Missouri","US",2020-02-18,0
"Montana","US",2020-02-18,0
"Nebraska","US",2020-02-18,0
"Nevada","US",2020-02-18,0
"New Hampshire","US",2020-02-18,0
"New Jersey","US",2020-02-18,0
"New Mexico","US",2020-02-18,0
"New York","US",2020-02-18,0
"North Carolina","US",2020-02-18,0
"North Dakota","US",2020-02-18,0
"Ohio","US",2020-02-18,0
"Oklahoma","US",2020-02-18,0
"Oregon","US",2020-02-18,0
"Pennsylvania","US",2020-02-18,0
"Rhode Island","US",2020-02-18,0
"South Carolina","US",2020-02-18,0
"South Dakota","US",2020-02-18,0
"Tennessee","US",2020-02-18,0
"Texas","US",2020-02-18,0
"Utah","US",2020-02-18,0
"Vermont","US",2020-02-18,0
"Virginia","US",2020-02-18,0
"Washington","US",2020-02-18,1
"West Virginia","US",2020-02-18,0
"Wisconsin","US",2020-02-18,0
"Wyoming","US",2020-02-18,0
"Diamond Princess","US",2020-02-18,0
"Grand Princess","US",2020-02-18,0
"American Samoa","US",2020-02-19,0
"Guam","US",2020-02-19,0
"Northern Mariana Islands","US",2020-02-19,0
"Puerto Rico","US",2020-02-19,0
"Virgin Islands","US",2020-02-19,0
"Alabama","US",2020-02-19,0
"Alaska","US",2020-02-19,0
"Arizona","US",2020-02-19,1
"Arkansas","US",2020-02-19,0
"California","US",2020-02-19,8
"Colorado","US",2020-02-19,0
"Connecticut","US",2020-02-19,0
"Delaware","US",2020-02-19,0
"District of Columbia","US",2020-02-19,0
"Florida","US",2020-02-19,0
"Georgia","US",2020-02-19,0
"Hawaii","US",2020-02-19,0
"Idaho","US",2020-02-19,0
"Illinois","US",2020-02-19,2
"Indiana","US",2020-02-19,0
"Iowa","US",2020-02-19,0
"Kansas","US",2020-02-19,0
"Kentucky","US",2020-02-19,0
"Louisiana","US",2020-02-19,0
"Maine","US",2020-02-19,0
"Maryland","US",2020-02-19,0
"Massachusetts","US",2020-02-19,1
"Michigan","US",2020-02-19,0
"Minnesota","US",2020-02-19,0
"Mississippi","US",2020-02-19,0
"Missouri","US",2020-02-19,0
"Montana","US",2020-02-19,0
"Nebraska","US",2020-02-19,0
"Nevada","US",2020-02-19,0
"New Hampshire","US",2020-02-19,0
"New Jersey","US",2020-02-19,0
"New Mexico","US",2020-02-19,0
"New York","US",2020-02-19,0
"North Carolina","US",2020-02-19,0
"North Dakota","US",2020-02-19,0
"Ohio","US",2020-02-19,0
"Oklahoma","US",2020-02-19,0
"Oregon","US",2020-02-19,0
"Pennsylvania","US",2020-02-19,0
"Rhode Island","US",2020-02-19,0
"South Carolina","US",2020-02-19,0
"South Dakota","US",2020-02-19,0
"Tennessee","US",2020-02-19,0
"Texas","US",2020-02-19,0
"Utah","US",2020-02-19,0
"Vermont","US",2020-02-19,0
"Virginia","US",2020-02-19,0
"Washington","US",2020-02-19,1
"West Virginia","US",2020-02-19,0
"Wisconsin","US",2020-02-19,0
"Wyoming","US",2020-02-19,0
"Diamond Princess","US",2020-02-19,0
"Grand Princess","US",2020-02-19,0
"American Samoa","US",2020-02-20,0
"Guam","US",2020-02-20,0
"Northern Mariana Islands","US",2020-02-20,0
"Puerto Rico","US",2020-02-20,0
"Virgin Islands","US",2020-02-20,0
"Alabama","US",2020-02-20,0
"Alaska","US",2020-02-20,0
"Arizona","US",2020-02-20,1
"Arkansas","US",2020-02-20,0
"California","US",2020-02-20,8
"Colorado","US",2020-02-20,0
"Connecticut","US",2020-02-20,0
"Delaware","US",2020-02-20,0
"District of Columbia","US",2020-02-20,0
"Florida","US",2020-02-20,0
"Georgia","US",2020-02-20,0
"Hawaii","US",2020-02-20,0
"Idaho","US",2020-02-20,0
"Illinois","US",2020-02-20,2
"Indiana","US",2020-02-20,0
"Iowa","US",2020-02-20,0
"Kansas","US",2020-02-20,0
"Kentucky","US",2020-02-20,0
"Louisiana","US",2020-02-20,0
"Maine","US",2020-02-20,0
"Maryland","US",2020-02-20,0
"Massachusetts","US",2020-02-20,1
"Michigan","US",2020-02-20,0
"Minnesota","US",2020-02-20,0
"Mississippi","US",2020-02-20,0
"Missouri","US",2020-02-20,0
"Montana","US",2020-02-20,0
"Nebraska","US",2020-02-20,0
"Nevada","US",2020-02-20,0
"New Hampshire","US",2020-02-20,0
"New Jersey","US",2020-02-20,0
"New Mexico","US",2020-02-20,0
"New York","US",2020-02-20,0
"North Carolina","US",2020-02-20,0
"North Dakota","US",2020-02-20,0
"Ohio","US",2020-02-20,0
"Oklahoma","US",2020-02-20,0
"Oregon","US",2020-02-20,0
"Pennsylvania","US",2020-02-20,0
"Rhode Island","US",2020-02-20,0
"South Carolina","US",2020-02-20,0
"South Dakota","US",2020-02-20,0
"Tennessee","US",2020-02-20,0
"Texas","US",2020-02-20,0
"Utah","US",2020-02-20,0
"Vermont","US",2020-02-20,0
"Virginia","US",2020-02-20,0
"Washington","US",2020-02-20,1
"West Virginia","US",2020-02-20,0
"Wisconsin","US",2020-02-20,0
"Wyoming","US",2020-02-20,0
"Diamond Princess","US",2020-02-20,0
"Grand Princess","US",2020-02-20,0
"American Samoa","US",2020-02-21,0
"Guam","US",2020-02-21,0
"Northern Mariana Islands","US",2020-02-21,0
"Puerto Rico","US",2020-02-21,0
"Virgin Islands","US",2020-02-21,0
"Alabama","US",2020-02-21,0
"Alaska","US",2020-02-21,0
"Arizona","US",2020-02-21,1
"Arkansas","US",2020-02-21,0
"California","US",2020-02-21,10
"Colorado","US",2020-02-21,0
"Connecticut","US",2020-02-21,0
"Delaware","US",2020-02-21,0
"District of Columbia","US",2020-02-21,0
"Florida","US",2020-02-21,0
"Georgia","US",2020-02-21,0
"Hawaii","US",2020-02-21,0
"Idaho","US",2020-02-21,0
"Illinois","US",2020-02-21,2
"Indiana","US",2020-02-21,0
"Iowa","US",2020-02-21,0
"Kansas","US",2020-02-21,0
"Kentucky","US",2020-02-21,0
"Louisiana","US",2020-02-21,0
"Maine","US",2020-02-21,0
"Maryland","US",2020-02-21,0
"Massachusetts","US",2020-02-21,1
"Michigan","US",2020-02-21,0
"Minnesota","US",2020-02-21,0
"Mississippi","US",2020-02-21,0
"Missouri","US",2020-02-21,0
"Montana","US",2020-02-21,0
"Nebraska","US",2020-02-21,0
"Nevada","US",2020-02-21,0
"New Hampshire","US",2020-02-21,0
"New Jersey","US",2020-02-21,0
"New Mexico","US",2020-02-21,0
"New York","US",2020-02-21,0
"North Carolina","US",2020-02-21,0
"North Dakota","US",2020-02-21,0
"Ohio","US",2020-02-21,0
"Oklahoma","US",2020-02-21,0
"Oregon","US",2020-02-21,0
"Pennsylvania","US",2020-02-21,0
"Rhode Island","US",2020-02-21,0
"South Carolina","US",2020-02-21,0
"South Dakota","US",2020-02-21,0
"Tennessee","US",2020-02-21,0
"Texas","US",2020-02-21,0
"Utah","US",2020-02-21,0
"Vermont","US",2020-02-21,0
"Virginia","US",2020-02-21,0
"Washington","US",2020-02-21,1
"West Virginia","US",2020-02-21,0
"Wisconsin","US",2020-02-21,0
"Wyoming","US",2020-02-21,0
"Diamond Princess","US",2020-02-21,0
"Grand Princess","US",2020-02-21,0
"American Samoa","US",2020-02-22,0
"Guam","US",2020-02-22,0
"Northern Mariana Islands","US",2020-02-22,0
"Puerto Rico","US",2020-02-22,0
"Virgin Islands","US",2020-02-22,0
"Alabama","US",2020-02-22,0
"Alaska","US",2020-02-22,0
"Arizona","US",2020-02-22,1
"Arkansas","US",2020-02-22,0
"California","US",2020-02-22,10
"Colorado","US",2020-02-22,0
"Connecticut","US",2020-02-22,0
"Delaware","US",2020-02-22,0
"District of Columbia","US",2020-02-22,0
"Florida","US",2020-02-22,0
"Georgia","US",2020-02-22,0
"Hawaii","US",2020-02-22,0
"Idaho","US",2020-02-22,0
"Illinois","US",2020-02-22,2
"Indiana","US",2020-02-22,0
"Iowa","US",2020-02-22,0
"Kansas","US",2020-02-22,0
"Kentucky","US",2020-02-22,0
"Louisiana","US",2020-02-22,0
"Maine","US",2020-02-22,0
"Maryland","US",2020-02-22,0
"Massachusetts","US",2020-02-22,1
"Michigan","US",2020-02-22,0
"Minnesota","US",2020-02-22,0
"Mississippi","US",2020-02-22,0
"Missouri","US",2020-02-22,0
"Montana","US",2020-02-22,0
"Nebraska","US",2020-02-22,0
"Nevada","US",2020-02-22,0
"New Hampshire","US",2020-02-22,0
"New Jersey","US",2020-02-22,0
"New Mexico","US",2020-02-22,0
"New York","US",2020-02-22,0
"North Carolina","US",2020-02-22,0
"North Dakota","US",2020-02-22,0
"Ohio","US",2020-02-22,0
"Oklahoma","US",2020-02-22,0
"Oregon","US",2020-02-22,0
"Pennsylvania","US",2020-02-22,0
"Rhode Island","US",2020-02-22,0
"South Carolina","US",2020-02-22,0
"South Dakota","US",2020-02-22,0
"Tennessee","US",2020-02-22,0
"Texas","US",2020-02-22,0
"Utah","US",2020-02-22,0
"Vermont","US",2020-02-22,0
"Virginia","US",2020-02-22,0
"Washington","US",2020-02-22,1
"West Virginia","US",2020-02-22,0
"Wisconsin","US",2020-02-22,0
"Wyoming","US",2020-02-22,0
"Diamond Princess","US",2020-02-22,0
"Grand Princess","US",2020-02-22,0
"American Samoa","US",2020-02-23,0
"Guam","US",2020-02-23,0
"Northern Mariana Islands","US",2020-02-23,0
"Puerto Rico","US",2020-02-23,0
"Virgin Islands","US",2020-02-23,0
"Alabama","US",2020-02-23,0
"Alaska","US",2020-02-23,0
"Arizona","US",2020-02-23,1
"Arkansas","US",2020-02-23,0
"California","US",2020-02-23,10
"Colorado","US",2020-02-23,0
"Connecticut","US",2020-02-23,0
"Delaware","US",2020-02-23,0
"District of Columbia","US",2020-02-23,0
"Florida","US",2020-02-23,0
"Georgia","US",2020-02-23,0
"Hawaii","US",2020-02-23,0
"Idaho","US",2020-02-23,0
"Illinois","US",2020-02-23,2
"Indiana","US",2020-02-23,0
"Iowa","US",2020-02-23,0
"Kansas","US",2020-02-23,0
"Kentucky","US",2020-02-23,0
"Louisiana","US",2020-02-23,0
"Maine","US",2020-02-23,0
"Maryland","US",2020-02-23,0
"Massachusetts","US",2020-02-23,1
"Michigan","US",2020-02-23,0
"Minnesota","US",2020-02-23,0
"Mississippi","US",2020-02-23,0
"Missouri","US",2020-02-23,0
"Montana","US",2020-02-23,0
"Nebraska","US",2020-02-23,0
"Nevada","US",2020-02-23,0
"New Hampshire","US",2020-02-23,0
"New Jersey","US",2020-02-23,0
"New Mexico","US",2020-02-23,0
"New York","US",2020-02-23,0
"North Carolina","US",2020-02-23,0
"North Dakota","US",2020-02-23,0
"Ohio","US",2020-02-23,0
"Oklahoma","US",2020-02-23,0
"Oregon","US",2020-02-23,0
"Pennsylvania","US",2020-02-23,0
"Rhode Island","US",2020-02-23,0
"South Carolina","US",2020-02-23,0
"South Dakota","US",2020-02-23,0
"Tennessee","US",2020-02-23,0
"Texas","US",2020-02-23,0
"Utah","US",2020-02-23,0
"Vermont","US",2020-02-23,0
"Virginia","US",2020-02-23,0
"Washington","US",2020-02-23,1
"West Virginia","US",2020-02-23,0
"Wisconsin","US",2020-02-23,0
"Wyoming","US",2020-02-23,0
"Diamond Princess","US",2020-02-23,0
"Grand Princess","US",2020-02-23,0
"American Samoa","US",2020-02-24,0
"Guam","US",2020-02-24,0
"Northern Mariana Islands","US",2020-02-24,0
"Puerto Rico","US",2020-02-24,0
"Virgin Islands","US",2020-02-24,0
"Alabama","US",2020-02-24,0
"Alaska","US",2020-02-24,0
"Arizona","US",2020-02-24,1
"Arkansas","US",2020-02-24,0
"California","US",2020-02-24,10
"Colorado","US",2020-02-24,0
"Connecticut","US",2020-02-24,0
"Delaware","US",2020-02-24,0
"District of Columbia","US",2020-02-24,0
"Florida","US",2020-02-24,0
"Georgia","US",2020-02-24,0
"Hawaii","US",2020-02-24,0
"Idaho","US",2020-02-24,0
"Illinois","US",2020-02-24,2
"Indiana","US",2020-02-24,0
"Iowa","US",2020-02-24,0
"Kansas","US",2020-02-24,0
"Kentucky","US",2020-02-24,0
"Louisiana","US",2020-02-24,0
"Maine","US",2020-02-24,0
"Maryland","US",2020-02-24,0
"Massachusetts","US",2020-02-24,1
"Michigan","US",2020-02-24,0
"Minnesota","US",2020-02-24,0
"Mississippi","US",2020-02-24,0
"Missouri","US",2020-02-24,0
"Montana","US",2020-02-24,0
"Nebraska","US",2020-02-24,0
"Nevada","US",2020-02-24,0
"New Hampshire","US",2020-02-24,0
"New Jersey","US",2020-02-24,0
"New Mexico","US",2020-02-24,0
"New York","US",2020-02-24,0
"North Carolina","US",2020-02-24,0
"North Dakota","US",2020-02-24,0
"Ohio","US",2020-02-24,0
"Oklahoma","US",2020-02-24,0
"Oregon","US",2020-02-24,0
"Pennsylvania","US",2020-02-24,0
"Rhode Island","US",2020-02-24,0
"South Carolina","US",2020-02-24,0
"South Dakota","US",2020-02-24,0
"Tennessee","US",2020-02-24,0
"Texas","US",2020-02-24,0
"Utah","US",2020-02-24,0
"Vermont","US",2020-02-24,0
"Virginia","US",2020-02-24,0
"Washington","US",2020-02-24,1
"West Virginia","US",2020-02-24,0
"Wisconsin","US",2020-02-24,0
"Wyoming","US",2020-02-24,0
"Diamond Princess","US",2020-02-24,0
"Grand Princess","US",2020-02-24,0
"American Samoa","US",2020-02-25,0
"Guam","US",2020-02-25,0
"Northern Mariana Islands","US",2020-02-25,0
"Puerto Rico","US",2020-02-25,0
"Virgin Islands","US",2020-02-25,0
"Alabama","US",2020-02-25,0
"Alaska","US",2020-02-25,0
"Arizona","US",2020-02-25,1
"Arkansas","US",2020-02-25,0
"California","US",2020-02-25,10
"Colorado","US",2020-02-25,0
"Connecticut","US",2020-02-25,0
"Delaware","US",2020-02-25,0
"District of Columbia","US",2020-02-25,0
"Florida","US",2020-02-25,0
"Georgia","US",2020-02-25,0
"Hawaii","US",2020-02-25,0
"Idaho","US",2020-02-25,0
"Illinois","US",2020-02-25,2
"Indiana","US",2020-02-25,0
"Iowa","US",2020-02-25,0
"Kansas","US",2020-02-25,0
"Kentucky","US",2020-02-25,0
"Louisiana","US",2020-02-25,0
"Maine","US",2020-02-25,0
"Maryland","US",2020-02-25,0
"Massachusetts","US",2020-02-25,1
"Michigan","US",2020-02-25,0
"Minnesota","US",2020-02-25,0
"Mississippi","US",2020-02-25,0
"Missouri","US",2020-02-25,0
"Montana","US",2020-02-25,0
"Nebraska","US",2020-02-25,0
"Nevada","US",2020-02-25,0
"New Hampshire","US",2020-02-25,0
"New Jersey","US",2020-02-25,0
"New Mexico","US",2020-02-25,0
"New York","US",2020-02-25,0
"North Carolina","US",2020-02-25,0
"North Dakota","US",2020-02-25,0
"Ohio","US",2020-02-25,0
"Oklahoma","US",2020-02-25,0
"Oregon","US",2020-02-25,0
"Pennsylvania","US",2020-02-25,0
"Rhode Island","US",2020-02-25,0
"South Carolina","US",2020-02-25,0
"South Dakota","US",2020-02-25,0
"Tennessee","US",2020-02-25,0
"Texas","US",2020-02-25,0
"Utah","US",2020-02-25,0
"Vermont","US",2020-02-25,0
"Virginia","US",2020-02-25,0
"Washington","US",2020-02-25,1
"West Virginia","US",2020-02-25,0
"Wisconsin","US",2020-02-25,0
"Wyoming","US",2020-02-25,0
"Diamond Princess","US",2020-02-25,0
"Grand Princess","US",2020-02-25,0
"American Samoa","US",2020-02-26,0
"Guam","US",2020-02-26,0
"Northern Mariana Islands","US",2020-02-26,0
"Puerto Rico","US",2020-02-26,0
"Virgin Islands","US",2020-02-26,0
"Alabama","US",2020-02-26,0
"Alaska","US",2020-02-26,0
"Arizona","US",2020-02-26,1
"Arkansas","US",2020-02-26,0
"California","US",2020-02-26,10
"Colorado","US",2020-02-26,0
"Connecticut","US",2020-02-26,0
"Delaware","US",2020-02-26,0
"District of Columbia","US",2020-02-26,0
"Florida","US",2020-02-26,0
"Georgia","US",2020-02-26,0
"Hawaii","US",2020-02-26,0
"Idaho","US",2020-02-26,0
"Illinois","US",2020-02-26,2
"Indiana","US",2020-02-26,0
"Iowa","US",2020-02-26,0
"Kansas","US",2020-02-26,0
"Kentucky","US",2020-02-26,0
"Louisiana","US",2020-02-26,0
"Maine","US",2020-02-26,0
"Maryland","US",2020-02-26,0
"Massachusetts","US",2020-02-26,1
"Michigan","US",2020-02-26,0
"Minnesota","US",2020-02-26,0
"Mississippi","US",2020-02-26,0
"Missouri","US",2020-02-26,0
"Montana","US",2020-02-26,0
"Nebraska","US",2020-02-26,0
"Nevada","US",2020-02-26,0
"New Hampshire","US",2020-02-26,0
"New Jersey","US",2020-02-26,0
"New Mexico","US",2020-02-26,0
"New York","US",2020-02-26,0
"North Carolina","US",2020-02-26,0
"North Dakota","US",2020-02-26,0
"Ohio","US",2020-02-26,0
"Oklahoma","US",2020-02-26,0
"Oregon","US",2020-02-26,0
"Pennsylvania","US",2020-02-26,0
"Rhode Island","US",2020-02-26,0
"South Carolina","US",2020-02-26,0
"South Dakota","US",2020-02-26,0
"Tennessee","US",2020-02-26,0
"Texas","US",2020-02-26,0
"Utah","US",2020-02-26,0
"Vermont","US",2020-02-26,0
"Virginia","US",2020-02-26,0
"Washington","US",2020-02-26,1
"West Virginia","US",2020-02-26,0
"Wisconsin","US",2020-02-26,0
"Wyoming","US",2020-02-26,0
"Diamond Princess","US",2020-02-26,0
"Grand Princess","US",2020-02-26,0
"American Samoa","US",2020-02-27,0
"Guam","US",2020-02-27,0
"Northern Mariana Islands","US",2020-02-27,0
"Puerto Rico","US",2020-02-27,0
"Virgin Islands","US",2020-02-27,0
"Alabama","US",2020-02-27,0
"Alaska","US",2020-02-27,0
"Arizona","US",2020-02-27,1
"Arkansas","US",2020-02-27,0
"California","US",2020-02-27,11
"Colorado","US",2020-02-27,0
"Connecticut","US",2020-02-27,0
"Delaware","US",2020-02-27,0
"District of Columbia","US",2020-02-27,0
"Florida","US",2020-02-27,0
"Georgia","US",2020-02-27,0
"Hawaii","US",2020-02-27,0
"Idaho","US",2020-02-27,0
"Illinois","US",2020-02-27,2
"Indiana","US",2020-02-27,0
"Iowa","US",2020-02-27,0
"Kansas","US",2020-02-27,0
"Kentucky","US",2020-02-27,0
"Louisiana","US",2020-02-27,0
"Maine","US",2020-02-27,0
"Maryland","US",2020-02-27,0
"Massachusetts","US",2020-02-27,1
"Michigan","US",2020-02-27,0
"Minnesota","US",2020-02-27,0
"Mississippi","US",2020-02-27,0
"Missouri","US",2020-02-27,0
"Montana","US",2020-02-27,0
"Nebraska","US",2020-02-27,0
"Nevada","US",2020-02-27,0
"New Hampshire","US",2020-02-27,0
"New Jersey","US",2020-02-27,0
"New Mexico","US",2020-02-27,0
"New York","US",2020-02-27,0
"North Carolina","US",2020-02-27,0
"North Dakota","US",2020-02-27,0
"Ohio","US",2020-02-27,0
"Oklahoma","US",2020-02-27,0
"Oregon","US",2020-02-27,0
"Pennsylvania","US",2020-02-27,0
"Rhode Island","US",2020-02-27,0
"South Carolina","US",2020-02-27,0
"South Dakota","US",2020-02-27,0
"Tennessee","US",2020-02-27,0
"Texas","US",2020-02-27,0
"Utah","US",2020-02-27,0
"Vermont","US",2020-02-27,0
"Virginia","US",2020-02-27,0
"Washington","US",2020-02-27,1
"West Virginia","US",2020-02-27,0
"Wisconsin","US",2020-02-27,0
"Wyoming","US",2020-02-27,0
"Diamond Princess","US",2020-02-27,0
"Grand Princess","US",2020-02-27,0
"American Samoa","US",2020-02-28,0
"Guam","US",2020-02-28,0
"Northern Mariana Islands","US",2020-02-28,0
"Puerto Rico","US",2020-02-28,0
"Virgin Islands","US",2020-02-28,0
"Alabama","US",2020-02-28,0
"Alaska","US",2020-02-28,0
"Arizona","US",2020-02-28,1
"Arkansas","US",2020-02-28,0
"California","US",2020-02-28,11
"Colorado","US",2020-02-28,0
"Connecticut","US",2020-02-28,0
"Delaware","US",2020-02-28,0
"District of Columbia","US",2020-02-28,0
"Florida","US",2020-02-28,0
"Georgia","US",2020-02-28,0
"Hawaii","US",2020-02-28,0
"Idaho","US",2020-02-28,0
"Illinois","US",2020-02-28,2
"Indiana","US",2020-02-28,0
"Iowa","US",2020-02-28,0
"Kansas","US",2020-02-28,0
"Kentucky","US",2020-02-28,0
"Louisiana","US",2020-02-28,0
"Maine","US",2020-02-28,0
"Maryland","US",2020-02-28,0
"Massachusetts","US",2020-02-28,1
"Michigan","US",2020-02-28,0
"Minnesota","US",2020-02-28,0
"Mississippi","US",2020-02-28,0
"Missouri","US",2020-02-28,0
"Montana","US",2020-02-28,0
"Nebraska","US",2020-02-28,0
"Nevada","US",2020-02-28,0
"New Hampshire","US",2020-02-28,0
"New Jersey","US",2020-02-28,0
"New Mexico","US",2020-02-28,0
"New York","US",2020-02-28,0
"North Carolina","US",2020-02-28,0
"North Dakota","US",2020-02-28,0
"Ohio","US",2020-02-28,0
"Oklahoma","US",2020-02-28,0
"Oregon","US",2020-02-28,0
"Pennsylvania","US",2020-02-28,0
"Rhode Island","US",2020-02-28,0
"South Carolina","US",2020-02-28,0
"South Dakota","US",2020-02-28,0
"Tennessee","US",2020-02-28,0
"Texas","US",2020-02-28,0
"Utah","US",2020-02-28,0
"Vermont","US",2020-02-28,0
"Virginia","US",2020-02-28,0
"Washington","US",2020-02-28,1
"West Virginia","US",2020-02-28,0
"Wisconsin","US",2020-02-28,0
"Wyoming","US",2020-02-28,0
"Diamond Princess","US",2020-02-28,0
"Grand Princess","US",2020-02-28,0
"American Samoa","US",2020-02-29,0
"Guam","US",2020-02-29,0
"Northern Mariana Islands","US",2020-02-29,0
"Puerto Rico","US",2020-02-29,0
"Virgin Islands","US",2020-02-29,0
"Alabama","US",2020-02-29,0
"Alaska","US",2020-02-29,0
"Arizona","US",2020-02-29,1
"Arkansas","US",2020-02-29,0
"California","US",2020-02-29,12
"Colorado","US",2020-02-29,0
"Connecticut","US",2020-02-29,0
"Delaware","US",2020-02-29,0
"District of Columbia","US",2020-02-29,0
"Florida","US",2020-02-29,0
"Georgia","US",2020-02-29,0
"Hawaii","US",2020-02-29,0
"Idaho","US",2020-02-29,0
"Illinois","US",2020-02-29,2
"Indiana","US",2020-02-29,0
"Iowa","US",2020-02-29,0
"Kansas","US",2020-02-29,0
"Kentucky","US",2020-02-29,0
"Louisiana","US",2020-02-29,0
"Maine","US",2020-02-29,0
"Maryland","US",2020-02-29,0
"Massachusetts","US",2020-02-29,1
"Michigan","US",2020-02-29,0
"Minnesota","US",2020-02-29,0
"Mississippi","US",2020-02-29,0
"Missouri","US",2020-02-29,0
"Montana","US",2020-02-29,0
"Nebraska","US",2020-02-29,0
"Nevada","US",2020-02-29,0
"New Hampshire","US",2020-02-29,0
"New Jersey","US",2020-02-29,0
"New Mexico","US",2020-02-29,0
"New York","US",2020-02-29,0
"North Carolina","US",2020-02-29,0
"North Dakota","US",2020-02-29,0
"Ohio","US",2020-02-29,0
"Oklahoma","US",2020-02-29,0
"Oregon","US",2020-02-29,1
"Pennsylvania","US",2020-02-29,0
"Rhode Island","US",2020-02-29,0
"South Carolina","US",2020-02-29,0
"South Dakota","US",2020-02-29,0
"Tennessee","US",2020-02-29,0
"Texas","US",2020-02-29,0
"Utah","US",2020-02-29,0
"Vermont","US",2020-02-29,0
"Virginia","US",2020-02-29,0
"Washington","US",2020-02-29,7
"West Virginia","US",2020-02-29,0
"Wisconsin","US",2020-02-29,0
"Wyoming","US",2020-02-29,0
"Diamond Princess","US",2020-02-29,0
"Grand Princess","US",2020-02-29,0
"American Samoa","US",2020-03-01,0
"Guam","US",2020-03-01,0
"Northern Mariana Islands","US",2020-03-01,0
"Puerto Rico","US",2020-03-01,0
"Virgin Islands","US",2020-03-01,0
"Alabama","US",2020-03-01,0
"Alaska","US",2020-03-01,0
"Arizona","US",2020-03-01,1
"Arkansas","US",2020-03-01,0
"California","US",2020-03-01,12
"Colorado","US",2020-03-01,0
"Connecticut","US",2020-03-01,0
"Delaware","US",2020-03-01,0
"District of Columbia","US",2020-03-01,0
"Florida","US",2020-03-01,0
"Georgia","US",2020-03-01,0
"Hawaii","US",2020-03-01,0
"Idaho","US",2020-03-01,0
"Illinois","US",2020-03-01,3
"Indiana","US",2020-03-01,0
"Iowa","US",2020-03-01,0
"Kansas","US",2020-03-01,0
"Kentucky","US",2020-03-01,0
"Louisiana","US",2020-03-01,0
"Maine","US",2020-03-01,0
"Maryland","US",2020-03-01,0
"Massachusetts","US",2020-03-01,1
"Michigan","US",2020-03-01,0
"Minnesota","US",2020-03-01,0
"Mississippi","US",2020-03-01,0
"Missouri","US",2020-03-01,0
"Montana","US",2020-03-01,0
"Nebraska","US",2020-03-01,0
"Nevada","US",2020-03-01,0
"New Hampshire","US",2020-03-01,0
"New Jersey","US",2020-03-01,0
"New Mexico","US",2020-03-01,0
"New York","US",2020-03-01,0
"North Carolina","US",2020-03-01,0
"North Dakota","US",2020-03-01,0
"Ohio","US",2020-03-01,0
"Oklahoma","US",2020-03-01,0
"Oregon","US",2020-03-01,1
"Pennsylvania","US",2020-03-01,0
"Rhode Island","US",2020-03-01,1
"South Carolina","US",2020-03-01,0
"South Dakota","US",2020-03-01,0
"Tennessee","US",2020-03-01,0
"Texas","US",2020-03-01,0
"Utah","US",2020-03-01,0
"Vermont","US",2020-03-01,0
"Virginia","US",2020-03-01,0
"Washington","US",2020-03-01,11
"West Virginia","US",2020-03-01,0
"Wisconsin","US",2020-03-01,0
"Wyoming","US",2020-03-01,0
"Diamond Princess","US",2020-03-01,0
"Grand Princess","US",2020-03-01,0
"American Samoa","US",2020-03-02,0
"Guam","US",2020-03-02,0
"Northern Mariana Islands","US",2020-03-02,0
"Puerto Rico","US",2020-03-02,0
"Virgin Islands","US",2020-03-02,0
"Alabama","US",2020-03-02,0
"Alaska","US",2020-03-02,0
"Arizona","US",2020-03-02,1
"Arkansas","US",2020-03-02,0
"California","US",2020-03-02,21
"Colorado","US",2020-03-02,0
"Connecticut","US",2020-03-02,0
"Delaware","US",2020-03-02,0
"District of Columbia","US",2020-03-02,0
"Florida","US",2020-03-02,1
"Georgia","US",2020-03-02,0
"Hawaii","US",2020-03-02,0
"Idaho","US",2020-03-02,0
"Illinois","US",2020-03-02,4
"Indiana","US",2020-03-02,0
"Iowa","US",2020-03-02,0
"Kansas","US",2020-03-02,0
"Kentucky","US",2020-03-02,0
"Louisiana","US",2020-03-02,0
"Maine","US",2020-03-02,0
"Maryland","US",2020-03-02,0
"Massachusetts","US",2020-03-02,1
"Michigan","US",2020-03-02,0
"Minnesota","US",2020-03-02,0
"Mississippi","US",2020-03-02,0
"Missouri","US",2020-03-02,0
"Montana","US",2020-03-02,0
"Nebraska","US",2020-03-02,0
"Nevada","US",2020-03-02,0
"New Hampshire","US",2020-03-02,1
"New Jersey","US",2020-03-02,0
"New Mexico","US",2020-03-02,0
"New York","US",2020-03-02,1
"North Carolina","US",2020-03-02,0
"North Dakota","US",2020-03-02,0
"Ohio","US",2020-03-02,0
"Oklahoma","US",2020-03-02,0
"Oregon","US",2020-03-02,3
"Pennsylvania","US",2020-03-02,0
"Rhode Island","US",2020-03-02,2
"South Carolina","US",2020-03-02,0
"South Dakota","US",2020-03-02,0
"Tennessee","US",2020-03-02,0
"Texas","US",2020-03-02,0
"Utah","US",2020-03-02,0
"Vermont","US",2020-03-02,0
"Virginia","US",2020-03-02,0
"Washington","US",2020-03-02,18
